id,parent_id,root_id,trd_buy_id,trd_buy_number_anno,ref_amendm_agreem_justif_id,ref_contract_status_id,deleted,crdate,last_update_date,supplier_id,supplier_biin,supplier_bik,supplier_iik,supplier_bank_name_kz,supplier_bank_name_ru,customer_id,customer_bin,customer_bik,customer_iik,customer_bank_name_kz,customer_bank_name_ru,contract_number,contract_number_sys,fin_year,ref_contract_agr_form_id,ref_contract_year_type_id,ref_finsource_id,ref_currency_code,contract_sum_wnds,sign_date,ec_end_date,plan_exec_date,fakt_exec_date,fakt_sum_wnds,contract_end_date,ref_contract_cancel_id,description_kz,description_ru,sign_reason_doc_name,sign_reason_doc_date,trd_buy_itogi_date_public,fakt_trade_methods_id,ec_customer_approve,ec_supplier_approve,contract_ms,supplier_legal_address,customer_legal_address,payments_terms_ru,payments_terms_kz,is_gu,exchange_rate,system_id,index_date
28,1176,135,879,4b65a17f-22ab-49cd-bbed-26db5bb36c0b,2,6,1,2024-02-09 06:39:50,2024-07-03 05:45:16,144,963668994735,HMQRRUVE,YWSM2650752625664,РАО «Щербаков Козлов»,Фармперспектива,594,739032065023,EIAERUUR,QUOQ5095533891097,Ершов Инк,АО «Лаврентьева»,d80dd024-a936-43e6-9859-73fdeb53c072,4af40108-cee4-4723-bc7e-5c0cbed69ae2,2023,4,4,1,USD,3638203.27,2023-07-17,2025-07-07,2023-12-07,2025-09-20,7022678.51,2023-05-16,4,Смелый эффект реклама.,Нервно угол пол.,ленинград,2024-08-11,2025-07-15,2,1,1,72.93,"ст. Кяхта, ул. Ленина, д. 568, 070226","ст. Хасавюрт, наб. Гафури, д. 4/9 к. 2, 973916",Миг валюта мальчишка роса хозяйка заявление.,Даль очко кольцо нервно коробка функция господь увеличиваться.,1,518.89,3,2025-10-24 14:17:39
29,251,781,673,f32cf2d4-541e-41d9-8033-9fa6ae5ae6c7,4,2,0,2024-09-07 03:02:25,2025-06-12 18:38:22,659,868198586983,ECGFRUY4,VUVG6266484802717,Медведева Лимитед,ЗАО «Хохлова»,67,563768530693,INCXRURY,VEUJ9021585459845,Группа Нэфис,"НПО «Никонова, Белоусов и Кулакова»",6ba1df60-f789-4afc-bfc6-24a2edcf8f15,9e4642cc-ef6a-4cc6-980c-aee7e78c2f11,2023,5,4,3,EUR,26407181.55,2023-04-16,2023-01-16,2023-08-09,2024-02-09,6872341.42,2025-03-24,3,Дремать военный рот бригада задержать стакан зато.,Что развернуться ребятишки предоставить.,пересечь,2024-12-31,2024-02-27,9,0,1,6.53,"к. Златоуст, алл. Циолковского, д. 67 к. 7, 106062","г. Валдай, пер. Курганный, д. 7 к. 2/6, 966249",Рота полоска терапия инвалид голубчик.,Вздрогнуть обида плясать анализ изменение серьезный прежде пастух.,1,588.21,3,2025-01-15 02:06:23
30,1010,105,866,3e9b13cd-5fe6-4531-b425-b977ae2b3b1b,5,2,1,2024-10-14 21:03:08,2024-05-08 13:46:19,487,466747015175,HCSERUGLSQW,CXAE9579838691734,ОАО «Фокина Одинцов»,Трансмашхолдинг,992,710360695209,UJMIRU9KD7L,AKIM0294967804373,ЗАО «Зиновьева-Киселева»,ИП «Тимофеева-Кудряшова»,23dc9a33-0170-4fa0-92ff-4921c3b011b7,59d71fef-7c0e-4548-91b3-1c7fe18b65a6,2024,2,3,2,USD,34097324.95,2025-02-09,2025-01-27,2023-07-04,2023-05-18,7462300.09,2023-11-07,3,Райком карандаш палка свежий.,Хотеть направо полюбить аллея соответствие.,что,2024-10-24,2024-05-15,2,0,0,54.85,"п. Аргаяш, наб. Белорусская, д. 626 стр. 62, 872828","к. Волгоград, наб. Молодежная, д. 7/2, 143694",Миф господь июнь доставать полоска песенка.,Казнь настать очко конструкция.,1,556.91,3,2023-12-05 12:05:51
31,349,831,975,99587c36-8e10-44c6-b1a0-2e248832bb40,2,1,0,2023-01-14 10:41:40,2024-06-12 01:52:57,1010,348591851296,KPMHRUWOZS2,NXAB3800465827900,Логинов Лтд,Группа Рольф,282,668100417706,HGDYRUYDF8X,HTAO9974552526708,ОАО «Зайцев Виноградова»,Гознак,20878eda-3efc-446f-a38f-5b40894393b8,6038d901-8acd-4da3-b0ee-5a6e21f2e59c,2016,5,4,2,USD,27710350.8,2025-03-30,2023-06-15,2023-06-11,2024-05-12,9529391.44,2024-04-04,3,Редактор подробность мгновение печатать трубка манера.,Команда лететь инструкция через.,бабочка,2023-07-02,2023-06-07,8,1,1,4.29,"п. Плес, ш. Титова, д. 436 к. 65, 822830","д. Сунтар, пр. Серафимовича, д. 9/8 стр. 44, 110449",Лететь горький командующий.,Основание спичка собеседник пространство песня новый.,1,478.08,3,2024-04-22 11:01:26
32,507,12,729,0de80695-1ae1-4b12-94d8-ed601f4365e1,1,9,0,2023-07-26 19:32:26,2024-07-09 00:51:08,421,427152170175,XZSPRUYTL1G,TTZJ2150474497269,АО «Меркушева»,ИП «Мухин Нестеров»,756,339432018991,SMTNRULC,LQAF0152507142387,ОАО «Кудрявцев»,АО «Смирнов»,e3b655a8-bb44-49df-bd57-2c2e57377f07,975ffe30-7100-4012-b715-c3b497b17d51,2017,3,2,5,EUR,32540700.87,2023-06-15,2023-08-29,2023-10-20,2024-07-15,139406.98,2024-02-13,2,Пробовать умирать эффект рис.,При налоговый прощение снимать второй зарплата.,трубка,2023-02-04,2025-03-29,1,1,0,51.89,"к. Хасан, алл. Дальневосточная, д. 8, 063792","клх Ессентуки, ш. Российское, д. 22 стр. 860, 901079",Соответствие командование команда расстегнуть.,Райком естественный тяжелый сомнительный.,1,510.52,3,2025-06-14 22:01:45
33,364,921,1165,744536b0-3883-48af-9efe-0bf5d552d545,4,6,0,2024-05-25 01:16:28,2023-02-26 07:09:12,102,884280517602,LJUIRUW8,MLIN9103881949406,Ефремова Инкорпорэйтед,НПО «Беляков-Фомина»,1088,237523272601,LZSPRURA8UZ,THYJ5668933739768,ОАО «Попов»,АО «Пахомова»,6b4c6140-e9e8-42d7-81dc-7c9d8782e750,910785c0-6d75-4fa6-8b57-982c22c0838f,2024,1,1,1,USD,35004825.31,2024-11-18,2023-09-11,2024-02-11,2025-07-11,1993132.11,2023-11-13,5,Виднеться совет порода горький.,Пропасть сохранять лиловый применяться жить факультет.,способ,2023-10-04,2024-08-19,10,0,0,0.95,"д. Верхоянск, бул. Седова, д. 825 к. 8/8, 287989","с. Адлер, ул. Вольная, д. 606, 088293",Слишком поздравлять налоговый командование потянуться.,Забирать рабочий назначить правление зарплата страсть да болото.,1,459.46,3,2025-04-29 17:21:31
34,217,647,634,4360e4e7-de55-4d26-a102-749cf4897f69,3,5,0,2025-09-14 06:33:08,2024-05-22 09:43:15,456,693701228982,OSXARUMW,BLHU6741011135287,ФМСМ (PMI),Игнатов и партнеры,335,385408559996,UPQVRU5ZLBE,VAQG5843350886061,Media Direction Group,ОАО «Кулаков»,176b0161-d2ed-40ea-a80f-2ef062937b74,29fe5749-62b0-4a6b-99f1-a65a73201193,2016,1,4,1,KZT,29981711.43,2024-04-07,2025-04-01,2024-03-10,2024-12-23,4432323.25,2024-01-31,2,Деловой снимать четыре ведь упор протягивать.,Полоска привлекать сохранять да результат.,сбросить,2023-03-18,2024-06-24,4,0,0,4.19,"клх Тотьма, наб. Сурикова, д. 410 к. 7, 008251","г. Кырен, ш. Тульское, д. 172 к. 6, 004387",Развитый парень самостоятельно выраженный палата.,Банк спасть товар.,1,583.2,3,2025-05-30 10:52:24
35,666,91,532,b0bf2b28-64a7-46c1-a9ba-87714c178b56,1,8,0,2024-08-11 04:56:13,2024-10-04 18:30:29,321,293638413471,QGNORUZO,HSEO5372564423041,ИП «Котова Кудрявцев»,Неофарм,1002,118446823744,HSXPRU0G,MTJJ7629210890394,"ООО «Николаева, Куликов и Зимин»",Гордеев Инкорпорэйтед,fcef01cb-846a-4c5e-97b9-633234e46d39,d7581710-59ad-4818-af14-837caf2306c2,2019,3,1,4,EUR,44721949,2023-12-28,2025-09-20,2025-07-06,2025-03-01,7170821.18,2023-01-19,3,Человечек монета недостаток обида теория забирать.,Еврейский постоянный еврейский неправда степь народ.,ставить,2024-08-04,2023-01-03,7,1,1,61.65,"д. Руза, пр. Виноградный, д. 39 к. 2, 710625","с. Тверь, ул. Папанина, д. 8/3 к. 1/9, 410327",Дьявол горький угроза роса цепочка бегать витрина.,Юный выразить пища изменение термин пропаганда.,1,440.76,3,2024-07-21 01:41:01
36,860,584,1177,0d08aba4-d1cb-4abd-8a7e-b9c61ebdb05a,2,8,0,2023-10-22 14:17:40,2024-07-10 05:14:16,91,847906660715,UTQSRU8PXYX,FNLZ3522251082248,РАО «Калашников»,"ОАО «Баранов, Куликов и Кудряшова»",470,408710451865,ZNSKRU5C,VLZO4134447381719,ИП «Рябова»,ММК,1e424339-018b-4b34-9927-bbd22873d225,b9c468b0-30ac-4385-b8e7-9345dc8dd416,2024,1,3,5,KZT,16128833.3,2023-04-15,2024-04-19,2024-02-16,2025-02-23,5714017.88,2023-07-27,1,Аллея привлекать возникновение эффект четко мусор место понятный.,Наткнуться расстройство горький.,счастье,2023-02-16,2024-11-21,5,1,0,55.37,"д. Байкальск, алл. Толстого, д. 2, 635173","д. Уэлен, пр. Спортивный, д. 95, 318705",Ложиться хлеб головка потом засунуть миф.,Ответить сопровождаться проход вообще.,1,450.85,3,2023-02-13 14:19:10
37,132,75,778,579dcdf5-0884-461b-ba1e-2c89efe5b6bd,3,3,1,2023-03-13 20:25:44,2024-08-27 04:40:30,762,741947114509,RWNDRUBI,WOJB7405600777936,"ИП «Наумов, Вишняков и Беляков»",ОАО «Давыдова-Авдеев»,340,465760132009,LAIYRUW4,XPBC1436397612274,ООО «Комаров»,"ЗАО «Миронов, Субботин и Лыткина»",dc93871a-531b-4f4e-a350-fa286da0cd82,aa98c567-f4f6-476e-a773-55d51e01d7b7,2022,3,2,4,KZT,35990958.22,2025-06-07,2023-05-08,2025-01-27,2025-09-04,6712528.89,2025-04-05,0,Магазин покидать растеряться отражение.,Голубчик товар гулять ставить приличный.,жестокий,2023-04-02,2025-09-18,2,0,0,8.67,"к. Ставрополь, алл. Петровская, д. 240 к. 5, 471105","ст. Воркута, алл. Коммунистическая, д. 4 к. 36, 296998",Невозможно сверкать пробовать непривычный задержать сынок.,Зеленый дорогой поставить миф еврейский зарплата академик.,0,499.42,3,2025-02-03 18:30:27
38,466,916,794,900ed820-3442-4e8d-84e8-05dc895c2601,2,3,0,2023-06-12 13:16:13,2025-04-26 16:05:05,27,852864452211,XJXMRUWZ3GB,WLEL7553081803882,ЗАО «Гаврилов-Петухова»,ООО «Смирнов»,38,414673737192,MGKSRUFW,GETT3018762027193,РАО «Тимофеев-Бирюкова»,ИП «Никонова Назаров»,9546191e-2a07-406d-bd46-b754c70569c4,e0db87bb-f34f-4ea2-a54f-05af9f60b248,2017,4,3,4,USD,19723906.36,2023-01-25,2023-08-08,2025-08-02,2023-11-01,9458409.74,2024-05-13,2,Проход построить изменение материя.,За мрачно развитый.,приятель,2023-08-07,2024-01-26,3,0,1,64.53,"д. Яшкуль, ул. Ленинградская, д. 74, 778443","к. Каневская, пр. Папанина, д. 3/5 стр. 306, 513680",Пересечь кожа умолять уточнить зато.,Увеличиваться низкий мрачно хозяйка мелькнуть ставить.,1,588.33,3,2023-10-22 05:23:20
39,108,715,265,45f33c48-34ea-474e-8bfc-848ae9b655b1,2,9,1,2024-02-07 12:06:54,2024-12-26 15:34:54,190,553101647915,TCFWRUIH,PSVM5656533956726,ИП «Павлов-Фокин»,ЗАО «Романов-Ильина»,246,575591206319,LHTDRU1M,TIRJ8623837247385,РАО «Богданова»,Ковалева и партнеры,b1a7c1be-fb6e-479e-928d-b4fd6523a449,8a32a7f0-dde0-49d2-8964-83a2fe4a5165,2020,4,5,1,KZT,11937731.19,2024-11-29,2024-10-08,2024-06-15,2023-08-30,9700938.7,2024-01-18,1,Намерение роскошный подземный болото головка ставить провал.,Мгновение войти болото.,добиться,2025-09-01,2024-07-12,4,1,0,32.77,"ст. Щельяюр, ш. Озерное, д. 8 стр. 169, 101304","ст. Фатеж, алл. Садовая, д. 1/1 стр. 7/9, 200902",Командующий страсть заявление зима.,Тысяча разводить выражение конференция холодно гулять дыхание.,0,550.44,3,2024-09-21 12:08:41
40,662,337,284,bf04f7fc-4566-47f9-893a-b582c23b7f07,3,6,0,2023-11-16 01:23:10,2024-04-17 11:55:06,944,668196892262,KUIFRUC8,JFEO7415102835195,"ИП «Борисова, Степанова и Исаков»",Мартынов Лтд,1004,514528586599,HNMHRUILNX7,UHAC1188128590870,РАО «Владимиров-Сафонова»,ЗАО «Кириллов»,a11c6ad9-e73b-492e-a510-30c7aaef43d1,6b79f89a-d1ec-4988-a71c-168ea33d9750,2024,1,3,4,USD,47743356.06,2024-02-17,2024-03-14,2023-08-18,2024-01-12,1332362.01,2024-03-28,0,Девка неправда редактор госпожа палка при ягода.,Плясать запеть поколение командир инструкция покинуть упорно порог.,через,2024-12-24,2025-02-25,1,1,1,3.64,"к. Анапа, пр. Гражданский, д. 5 к. 51, 573276","ст. Боровск, ул. Большая, д. 8/1 стр. 3/1, 785909",Полностью провинция обида монета проход рот инструкция армейский.,Товар манера покидать.,1,510.97,3,2023-04-22 22:51:57
41,144,585,684,193cce1d-c358-412a-82dd-80f0348bc143,4,1,1,2025-04-27 14:19:12,2024-03-02 15:31:38,385,994489435456,QTMRRUXRBMO,BDHH6148019628536,"ИП «Галкина, Буров и Копылова»",АО «Блинов»,215,993089903319,BEHBRUS2,SXMA1049838344727,Ozon,ООО «Пестова»,6f6d8212-1ab1-41c1-acca-4c390cb51176,04b6e760-82ec-460b-ba6d-f11f9c0141f5,2020,2,3,3,EUR,42412360.82,2025-08-05,2023-06-20,2024-11-11,2023-09-05,9342913.09,2025-01-18,4,Наступать изредка бак понятный.,Забирать налево намерение промолчать неправда сынок выражаться.,неправда,2023-08-17,2025-07-12,7,0,0,32.58,"г. Сызрань, алл. Энергетическая, д. 5 стр. 1/1, 292295","г. Певек, бул. Черняховского, д. 13, 226655",Хлеб через помолчать юный развернуться витрина.,Пространство советовать девка более дрогнуть вывести сынок.,0,511.06,3,2025-07-09 10:09:15
